ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Arquitetura/IA_FORMAÇAO/Aula 1/6ca6370e-689c-4a0e-b377-9f2ce2f3ab5c.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/Arquitetura - IA_FORMAÇAO - Aula 1 - 6ca6370e-689c-4a0e-b377-9f2ce2f3ab5c - ac97019260.md
skip	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Arquitetura/IA_FORMAÇAO/Aula 1/6ca6370e-689c-4a0e-b377-9f2ce2f3ab5c.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/Arquitetura - IA_FORMAÇAO - Aula 1 - 6ca6370e-689c-4a0e-b377-9f2ce2f3ab5c - ac97019260.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Arquitetura/IA_FORMAÇAO/Aula 1/slides_Apoio/Editor _ Mermaid Chart.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/Arquitetura - IA_FORMAÇAO - Aula 1 - slides_Apoio - Editor _ Mermaid Chart - 0805e7e4df.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Arquitetura/IA_FORMAÇAO/Aula 1/slides_Apoio/lateGecco.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/Arquitetura - IA_FORMAÇAO - Aula 1 - slides_Apoio - lateGecco - 04ef988fb1.md
skip	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Arquitetura/IA_FORMAÇAO/Aula 1/6ca6370e-689c-4a0e-b377-9f2ce2f3ab5c.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/Arquitetura - IA_FORMAÇAO - Aula 1 - 6ca6370e-689c-4a0e-b377-9f2ce2f3ab5c - ac97019260.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Arquitetura/IA_FORMAÇAO/Aula 1/slides_Apoio/Editor _ Mermaid Chart.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/Arquitetura - IA_FORMAÇAO - Aula 1 - slides_Apoio - Editor _ Mermaid Chart - 0805e7e4df.md
skip	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Arquitetura/IA_FORMAÇAO/Aula 1/slides_Apoio/lateGecco.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/Arquitetura - IA_FORMAÇAO - Aula 1 - slides_Apoio - lateGecco - 04ef988fb1.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Arquitetura/IA_FORMAÇAO/Aula 2/7ae5a884-b64b-4b3d-8ef6-e3a3d94ef1a2.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/Arquitetura - IA_FORMAÇAO - Aula 2 - 7ae5a884-b64b-4b3d-8ef6-e3a3d94ef1a2 - 5f3204d4ca.md
