status	seconds	page	total	suspect_md	pdf	page_txt
ok	3.36	58	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0058.txt
ok	3.47	59	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0059.txt
ok	3.51	60	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0060.txt
ok	2.34	61	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0061.txt
ok	2.74	62	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0062.txt
ok	3.06	63	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0063.txt
ok	3.14	64	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0064.txt
ok	3.09	65	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0065.txt
ok	2.53	66	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0066.txt
ok	3.34	67	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0067.txt
ok	3.43	68	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0068.txt
ok	3.35	69	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0069.txt
ok	3.42	70	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0070.txt
ok	3.21	71	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0071.txt
ok	3.35	72	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0072.txt
ok	3.2	73	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0073.txt
ok	3.44	74	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0074.txt
ok	3.29	75	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0075.txt
ok	2.37	76	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0076.txt
ok	0.43	77	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0077.txt
ok	1.57	78	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0078.txt
ok	3.27	79	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0079.txt
ok	3.18	80	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0080.txt
ok	3.19	81	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0081.txt
ok	3.21	82	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0082.txt
ok	3.11	83	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0083.txt
ok	3.06	84	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0084.txt
ok	3.07	85	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0085.txt
ok	3.35	86	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0086.txt
ok	2.42	87	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0087.txt
ok	4.54	88	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0088.txt
ok	3.45	89	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0089.txt
ok	3.26	90	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0090.txt
ok	3.52	91	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0091.txt
ok	3.69	92	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0092.txt
ok	3.54	93	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0093.txt
ok	3.78	94	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0094.txt
ok	3.65	95	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0095.txt
ok	3.32	96	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0096.txt
ok	3.38	97	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0097.txt
ok	3.29	98	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0098.txt
ok	3.3	99	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0099.txt
ok	2.91	100	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0100.txt
ok	3.35	101	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0101.txt
ok	3.25	102	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0102.txt
ok	3.08	103	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0103.txt
ok	2.71	104	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0104.txt
ok	2.41	105	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0105.txt
ok	0.42	106	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0106.txt
ok	1.64	107	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0107.txt
ok	3.35	108	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0108.txt
ok	3.52	109	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0109.txt
ok	3.4	110	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0110.txt
ok	3.37	111	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0111.txt
ok	3.2	112	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0112.txt
ok	3.75	113	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0113.txt
ok	3.85	114	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0114.txt
ok	3.56	115	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0115.txt
ok	0.8	116	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0116.txt
ok	2.26	117	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0117.txt
ok	1.58	118	118	Deleuze - (Impress 343o de foto de p 341gina inteira) - 9de66bc404.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Deleuze/(Impress 343o de foto de p 341gina inteira).pdf	ocr-reconvertidos-rapid/_page-ocr/(Impress 343o de foto de p 341gina inteira)/0118.txt
ok	0.5	1	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0001.txt
ok	0.39	2	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0002.txt
ok	1.08	3	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0003.txt
ok	1.28	4	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0004.txt
ok	1.5	5	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0005.txt
ok	1.65	6	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0006.txt
ok	1.97	7	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0007.txt
ok	1.93	8	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0008.txt
ok	2.0	9	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0009.txt
ok	1.89	10	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0010.txt
ok	0.48	11	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0011.txt
ok	1.71	12	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0012.txt
ok	1.93	13	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0013.txt
ok	1.96	14	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0014.txt
ok	1.79	15	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0015.txt
ok	1.87	16	316	George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Fenomenologia/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception.pdf	ocr-reconvertidos-rapid/_page-ocr/George-marshall - A-guide-to-merleau-pontys-phenomenology-of-perception/0016.txt
