status	seconds	page	total	suspect_md	pdf	page_txt
ok	0.59	214	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0214.txt
ok	0.6	215	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0215.txt
ok	0.64	216	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0216.txt
ok	3.21	217	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0217.txt
ok	3.03	218	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0218.txt
ok	3.28	219	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0219.txt
ok	3.12	220	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0220.txt
ok	0.67	221	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0221.txt
ok	0.64	222	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0222.txt
ok	0.61	223	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0223.txt
ok	0.56	224	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0224.txt
ok	2.98	225	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0225.txt
ok	1.46	226	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0226.txt
ok	3.08	227	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0227.txt
ok	3.25	228	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0228.txt
ok	2.62	229	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0229.txt
ok	0.93	230	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0230.txt
ok	0.7	231	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0231.txt
ok	0.62	232	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0232.txt
ok	0.6	233	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0233.txt
ok	3.31	234	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0234.txt
ok	3.66	235	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0235.txt
ok	3.53	236	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0236.txt
ok	0.57	237	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0237.txt
ok	1.62	238	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0238.txt
ok	2.09	239	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0239.txt
ok	1.98	240	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0240.txt
ok	0.75	241	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0241.txt
ok	4.34	242	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0242.txt
ok	5.77	243	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0243.txt
ok	6.04	244	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0244.txt
ok	4.05	245	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0245.txt
ok	1.43	246	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0246.txt
ok	0.89	247	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0247.txt
ok	1.2	248	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0248.txt
ok	0.79	249	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0249.txt
ok	0.81	250	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0250.txt
ok	2.49	251	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0251.txt
ok	1.99	252	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0252.txt
ok	1.75	253	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0253.txt
ok	1.57	254	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0254.txt
ok	1.32	255	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0255.txt
ok	1.18	256	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0256.txt
ok	2.08	257	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0257.txt
ok	2.03	258	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0258.txt
ok	3.18	259	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0259.txt
ok	2.94	260	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0260.txt
ok	1.95	261	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0261.txt
ok	0.59	262	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0262.txt
ok	2.52	263	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0263.txt
ok	1.51	264	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0264.txt
ok	1.09	265	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0265.txt
ok	0.7	266	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0266.txt
ok	0.86	267	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0267.txt
ok	0.46	268	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0268.txt
ok	2.46	269	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0269.txt
ok	1.02	270	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0270.txt
ok	2.55	271	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0271.txt
ok	0.73	272	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0272.txt
ok	0.5	273	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0273.txt
ok	0.61	274	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0274.txt
ok	1.53	275	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0275.txt
ok	0.74	276	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0276.txt
ok	3.71	277	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0277.txt
ok	2.68	278	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0278.txt
ok	0.66	279	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0279.txt
ok	0.66	280	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0280.txt
ok	3.8	281	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0281.txt
ok	0.46	282	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0282.txt
ok	1.56	283	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0283.txt
ok	0.8	284	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0284.txt
ok	2.81	285	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0285.txt
ok	2.89	286	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0286.txt
ok	0.65	287	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0287.txt
ok	0.51	288	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0288.txt
ok	2.74	289	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0289.txt
ok	2.75	290	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0290.txt
ok	2.86	291	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0291.txt
ok	0.72	292	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0292.txt
ok	0.51	293	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0293.txt
ok	0.55	294	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0294.txt
ok	0.59	295	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0295.txt
ok	3.43	296	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0296.txt
ok	3.99	297	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0297.txt
ok	0.71	298	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0298.txt
ok	3.63	299	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0299.txt
ok	0.85	300	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0300.txt
ok	0.63	301	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0301.txt
ok	4.13	302	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0302.txt
ok	4.07	303	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0303.txt
ok	1.94	304	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0304.txt
ok	0.6	305	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0305.txt
ok	0.57	306	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0306.txt
ok	3.21	307	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0307.txt
ok	0.85	308	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0308.txt
ok	0.56	309	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0309.txt
ok	0.58	310	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0310.txt
ok	3.5	311	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0311.txt
ok	0.62	312	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0312.txt
ok	0.53	313	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0313.txt
ok	3.42	314	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0314.txt
ok	4.41	315	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0315.txt
ok	4.56	316	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0316.txt
ok	1.87	317	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0317.txt
ok	1.41	318	539	Bataille - Dicionário.md	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Filosofia/Bataille - Dicionário.pdf	ocr-reconvertidos-rapid/_page-ocr/Bataille - Dicionário/0318.txt
